nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,3.0,-99.0,1.2
50,120,-99.0,-99.0,0.0,-99.0,3.0,-99.0,1.4
50,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,1.6
50,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,1.7
50,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,1.8
50,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,1.9
50,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.1
50,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.3
50,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.5
50,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.6
50,129,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.7
50,130,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.7
50,131,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.8
50,132,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.8
50,133,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.8
50,134,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.8
50,135,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.9
51,119,0.0,20.0,0.0,60.0,3.0,2.0,1.2
51,120,0.0,20.0,0.0,55.0,3.0,2.0,1.0
51,121,0.0,20.0,0.0,55.0,3.0,2.0,0.9
51,122,0.0,20.0,0.0,60.0,3.0,2.0,0.8
51,123,0.0,20.0,0.0,60.0,3.0,1.0,0.7
51,124,0.0,20.0,0.0,60.0,3.0,1.0,0.7
51,125,0.0,20.0,0.0,60.0,3.0,0.0,0.6
51,126,0.0,20.0,0.0,60.0,3.0,1.0,0.5
51,127,0.0,20.0,0.0,65.0,3.0,1.0,0.4
51,128,0.0,20.0,0.0,65.0,3.0,2.0,0.5
51,129,0.0,20.0,0.0,60.0,3.0,2.0,0.5
51,130,0.0,20.0,0.0,55.0,3.0,2.0,0.6
51,131,0.0,20.0,0.0,55.0,3.0,1.0,0.7
51,132,0.0,20.0,0.0,55.0,3.0,-3.0,0.8
51,133,0.0,20.0,0.0,45.0,3.0,-1.0,0.9
51,134,0.0,20.0,0.0,40.0,3.0,1.0,1.0
51,135,0.0,20.0,0.0,40.0,3.0,1.0,1.1
52,119,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.5
