nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,1.9
50,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.1
50,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.2
50,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.5
50,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.6
50,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,2.9
50,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.1
50,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.4
50,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.7
50,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.9
50,129,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.1
50,130,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.2
50,131,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.2
50,132,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.2
50,133,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.2
50,134,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.1
50,135,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.1
51,119,0.0,30.0,0.0,90.0,4.0,24.0,1.9
51,120,0.0,30.0,0.0,90.0,4.0,24.0,1.7
51,121,0.0,30.0,0.0,90.0,4.0,24.0,1.6
51,122,0.0,30.0,0.0,90.0,4.0,24.0,1.5
51,123,0.0,30.0,0.0,90.0,4.0,24.0,1.6
51,124,0.0,30.0,0.0,90.0,4.0,23.0,1.7
51,125,0.0,30.0,0.0,95.0,4.0,21.0,1.8
51,126,0.0,30.0,0.0,95.0,4.0,22.0,2.0
51,127,0.0,30.0,0.0,95.0,4.0,22.0,2.1
51,128,0.0,30.0,0.0,95.0,4.0,22.0,2.3
51,129,0.0,30.0,0.0,100.0,4.0,22.0,2.4
51,130,0.0,30.0,0.0,95.0,4.0,21.0,2.5
51,131,0.0,30.0,0.0,95.0,4.0,21.0,2.6
51,132,0.0,30.0,0.0,95.0,4.0,17.0,2.5
51,133,0.0,30.0,0.0,95.0,4.0,19.0,2.5
51,134,0.0,30.0,0.0,95.0,4.0,22.0,2.4
51,135,0.0,30.0,0.0,100.0,4.0,21.0,2.3
52,119,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.3
52,120,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.3
52,121,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.4
52,122,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.4
52,123,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.4
52,124,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.4
52,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.3
52,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.3
52,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.2
52,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.3
52,129,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.3
52,130,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.4
52,131,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.5
52,132,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.5
52,133,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.7
52,134,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.8
52,135,-99.0,-99.0,0.0,-99.0,4.0,-99.0,5.9
53,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.0
53,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.0
53,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.9
53,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.7
53,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,3.7
53,124,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.6
53,125,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.6
53,126,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.5
53,127,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.5
53,128,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.4
53,129,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.4
53,130,-99.0,-99.0,0.0,-99.0,3.0,-99.0,3.4
53,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4
53,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4
53,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4
53,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4
53,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5
54,119,0.0,20.0,0.0,95.0,3.0,22.0,2.0
54,120,0.0,20.0,0.0,95.0,3.0,22.0,2.2
54,121,0.0,30.0,0.0,95.0,4.0,19.0,2.3
54,122,0.0,30.0,0.0,100.0,4.0,21.0,2.5
54,123,0.0,30.0,0.0,95.0,4.0,22.0,2.5
54,124,0.0,30.0,0.0,100.0,4.0,23.0,2.5
54,125,0.0,30.0,0.0,100.0,4.0,22.0,2.4
54,126,0.0,30.0,0.0,95.0,4.0,23.0,2.3
54,127,0.0,30.0,0.0,95.0,4.0,22.0,2.2
54,128,0.0,30.0,0.0,90.0,4.0,23.0,2.1
54,129,0.0,30.0,0.0,95.0,4.0,23.0,1.9
54,130,0.0,30.0,0.0,95.0,4.0,23.0,1.7
54,131,0.0,30.0,0.0,95.0,4.0,24.0,1.6
54,132,0.0,30.0,0.0,90.0,4.0,22.0,1.6
54,133,0.0,30.0,0.0,90.0,4.0,22.0,1.6
54,134,0.0,30.0,0.0,90.0,4.0,22.0,1.6
54,135,0.0,30.0,0.0,90.0,4.0,20.0,1.5
55,119,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.5
55,120,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.7
55,121,-99.0,-99.0,1.0,-99.0,4.0,-99.0,5.9
